source_archive,source_path,source_sha256,classification,current_repository_equivalent,proposed_destination,action,conflict_status,reason,dependencies,validation,rollback,approval_needed,decision_id,resolution_status,transition_phase
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v10_probe_boundary.py,d7f82bdef45bc56406580739aed770aefcf589d2811fc85bc19f37684e3cf3f5,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v10_trusted_io.py,e503078a5eabcf33b7356e75d4d7163c9fb39d727273193add5339d2429e44aa,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v7_phase_boundary_harness.py,827667727808497b4fd42e654d3a1bede0ddfafbb34b6ba097a9d03764e34ce9,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v8_security_boundary_harness.py,d416da748f9cabee84055f3c354b7821a21f09aa75372b6970cddc982c90dc1a,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v9_evidence_derivation.py,c3d35e2baf51f434f20cd40108939b594212bd82481579cde96c2e0cdeba908d,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v9_external_signer_client.py,f977c8e52dedb4372192f2c231c5eb645dbbc6f4f7d5de17d0a338f97c0e6a7e,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v9_external_signer_reference.py,616f213eaab6aa6aa7f800fca03845dcf737aefa9018f67ceee8c88d6a787e87,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v9_file_anchor_reference.py,3b10f4272a53043025e316250b3d74fcb769d49635a0fb290f35ecc88738b8b4,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/v9_probe_boundary.py,af1c15139b6eac6a956e0a52ac5808e7e44ffcb9bbf8322c8cff039c1546a871,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_repository_topology.py,d3ef76351e1f6f7ec86f9e1b4236075f89abf9edf299c93b60a1db1074e12622,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_v10_cleanroom_prerequisites.py,94e13e436ec3ca53c35c61f7336e7c49cc593732c7cc8fc417d6598a92fb0919,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_v6_cleanroom_prerequisites.py,714a0fd13a28a608fdeb445d18b099ee0e1df12a4282eb69dd4ae5361104c260,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_v7_cleanroom_prerequisites.py,52600835607ee1e33498024ac84760906df8bbc3b1a01bf62b219f37fee965a1,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_v8_cleanroom_prerequisites.py,88c4691aa1d32b0f516458d061db9bce7d9de67414f63212de39821a40111482,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,operator-tools/verify_v9_cleanroom_prerequisites.py,4140d32db773d40f95c10bf396aa40f692d3d11f19d7222d3f8771e9bef4e5f7,OPERATOR_TOOL,,,DEFER,NONE,Dormant external candidate; no repository destination or execution authority until separate host qualification and cutover approval.,ADR-0009 H2/H3 gates; approved external trust boundary,source-only verification; never execute privileged/install paths in this task,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-EXTERNAL-CONTROLLER,READY_FOR_APPROVAL,H2_EXTERNAL_QUALIFICATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,policy-tools/UNAPPROVED-legacy-condensed-master-prompt.md,f890cf77604819e4408166c14dcc6aeeb7f5dd4319bfa8b641dc11dd69e428e4,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,provenance/independent-v9/AZ-Permit-Radar-Master-Operating-Prompt.docx,37800ebde204070d1ac20c2cfff5c809ee4f318cfcc44312514c393077334ae6,HISTORICAL_ONLY,AZ Permit Radar Master Operating Prompt.docx,AZ Permit Radar Master Operating Prompt.docx,KEEP_CURRENT,NONE,"Repository, supplied Legacy, and provenance DOCX copies are byte-identical.",none,SHA-256 equals 37800ebde204070d1ac20c2cfff5c809ee4f318cfcc44312514c393077334ae6,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,provenance/independent-v9/AZPR-v9-pre-autonomous-execution-evidence.json,c39bc5e66a99a1c494c10fc45676e372b5b900fc01812d4db0a54f3a5435d38c,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,provenance/independent-v9/AZPR-v9-pre-autonomous-security-assessment.md,f48445da17fcdc6cc6a6a8418781229414601d5b71222fa20f3e6b1cb174598b,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,provenance/independent-v9/V10-SECURITY-DEVELOPMENT-HANDOFF-PROMPT.md,66955ecfc1dacc560eed6d431960cf62a64582df7203e114cb2b75e0e0005f1f,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/AGENTS.md,222afd03d4826e0782adde6566792f59b6cf0e0ff64ae13fb89ebcf3ebc45e36,REPOSITORY_DOCUMENTATION,AGENTS.md,AGENTS.md,KEEP_CURRENT,CONTENT_COLLISION;OWNERSHIP_COLLISION,Delivered governance materially differs; this task forbids policy activation or unapproved authority replacement.,explicit governance decision,byte diff and authority-order review,No repository write; remove only task-created extraction after preserving reports.,YES,BASELINE-DISPOSITION,READY_FOR_APPROVAL,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/appendices/appendix-a-audit-correction-prompt.md,d06425a0de4be32a5d29b1916d86f8442de636105a502c05c9c64df0906e592c,REPOSITORY_PROMPT,automation/appendices/appendix-a-audit-correction-prompt.md,automation/appendices/appendix-a-audit-correction-prompt.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/appendices/appendix-b-optional-controlled-sms-canary-enablement-prompt.md,b8211d41b29c1aff3e092abed5932d7ca006b89cb46ff7944fc4c14762bb00ba,REPOSITORY_PROMPT,automation/appendices/appendix-b-optional-controlled-sms-canary-enablement-prompt.md,automation/appendices/appendix-b-optional-controlled-sms-canary-enablement-prompt.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/appendices/appendix-c-optional-controlled-sms-canary-activation-audit.md,3b6502a9af9f73efeeefa55b26a7a34d459d8e63fa241cf97def740d50cf031e,REPOSITORY_PROMPT,automation/appendices/appendix-c-optional-controlled-sms-canary-activation-audit.md,automation/appendices/appendix-c-optional-controlled-sms-canary-activation-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/001-close-the-post-core-traceability-release-gate.md,d8594893a0d780d1e6b7c24310da1d59ea0b28ccae126aa82bc3c122ee558bec,REPOSITORY_PROMPT,automation/numbered/001-close-the-post-core-traceability-release-gate.md,automation/numbered/001-close-the-post-core-traceability-release-gate.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/002-post-core-traceability-corrective-audit.md,eca79f169f1fc2510289a95fef0ffc99fd640183c1f6397af65ecd2c16164966,REPOSITORY_PROMPT,automation/numbered/002-post-core-traceability-corrective-audit.md,automation/numbered/002-post-core-traceability-corrective-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/003-define-and-govern-the-narrow-pilot-scope.md,150db831ce9683c32c30febafcd3635c191dd84c222d7ca0528dc348d1a33e9d,REPOSITORY_PROMPT,automation/numbered/003-define-and-govern-the-narrow-pilot-scope.md,automation/numbered/003-define-and-govern-the-narrow-pilot-scope.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/004-select-and-govern-the-production-application-stack.md,21ea0aa1ede17ffcaa3e25a79564fd08cd9f3d61d129f1a8c46f50ff76fbad61,REPOSITORY_PROMPT,automation/numbered/004-select-and-govern-the-production-application-stack.md,automation/numbered/004-select-and-govern-the-production-application-stack.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/005-bootstrap-the-production-application-shell-and-engineering-baseline.md,29a60ccb3b6b8418f154a981e0ef7695cacf154147250f0883d32a2c06cc273a,REPOSITORY_PROMPT,automation/numbered/005-bootstrap-the-production-application-shell-and-engineering-baseline.md,automation/numbered/005-bootstrap-the-production-application-shell-and-engineering-baseline.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/006-mvp-scope-and-architecture-decision-audit.md,b42f75dc3204bd7f514eeea59aa5b0422e52552de817b821e289510d19039e70,REPOSITORY_PROMPT,automation/numbered/006-mvp-scope-and-architecture-decision-audit.md,automation/numbered/006-mvp-scope-and-architecture-decision-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/007-design-and-implement-the-durable-database-schema-and-migrations.md,d0fb70cab887c986560e3ca6aedd44574eb69a0b912666b03f6262133487ac0a,REPOSITORY_PROMPT,automation/numbered/007-design-and-implement-the-durable-database-schema-and-migrations.md,automation/numbered/007-design-and-implement-the-durable-database-schema-and-migrations.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/008-implement-durable-repositories-and-transaction-boundaries.md,047cb07632e03b33ec9593d8c866681590655a5dcb1d8f164fc99d161bfc3a00,REPOSITORY_PROMPT,automation/numbered/008-implement-durable-repositories-and-transaction-boundaries.md,automation/numbered/008-implement-durable-repositories-and-transaction-boundaries.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/009-implement-immutable-artifact-storage-outbox-workers-and-crash-recovery.md,d0bd03555df577df1d0424db5c8ff882a6cb7b4b7ab926717dc9e64edb033275,REPOSITORY_PROMPT,automation/numbered/009-implement-immutable-artifact-storage-outbox-workers-and-crash-recovery.md,automation/numbered/009-implement-immutable-artifact-storage-outbox-workers-and-crash-recovery.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/010-durable-platform-and-persistence-audit.md,e8e8ca59eb9abf3c1c1271ebd312d56905550630e1d5df95bf23d6eceeecad52,REPOSITORY_PROMPT,automation/numbered/010-durable-platform-and-persistence-audit.md,automation/numbered/010-durable-platform-and-persistence-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/011-implement-authentication-session-security-and-accesscontext-construction.md,95746a2b094178f6e17686e3c730430030ba00bcad73a8852d1bc7b46d01ec0e,REPOSITORY_PROMPT,automation/numbered/011-implement-authentication-session-security-and-accesscontext-construction.md,automation/numbered/011-implement-authentication-session-security-and-accesscontext-construction.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/012-implement-customer-account-lifecycle-versioned-configuration-and-onboarding-api.md,fee091816399e8ddf53cb5133940fd3ec94eb008daa2001ee11279323bbf9861,REPOSITORY_PROMPT,automation/numbered/012-implement-customer-account-lifecycle-versioned-configuration-and-onboarding-api.md,automation/numbered/012-implement-customer-account-lifecycle-versioned-configuration-and-onboarding-api.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/013-identity-authorization-and-customer-isolation-audit.md,b315c2b0b1a7751aa8d8bfc6927c24858f911f0c39cf1f0e0a6f0ba4184b08a8,REPOSITORY_PROMPT,automation/numbered/013-identity-authorization-and-customer-isolation-audit.md,automation/numbered/013-identity-authorization-and-customer-isolation-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/014-select-and-approve-the-first-tucson-or-pima-county-production-source.md,db2c27a1b04a3708478696340bf3b5b0362997fbae116c2257ed9dea94a91e3a,REPOSITORY_PROMPT,automation/numbered/014-select-and-approve-the-first-tucson-or-pima-county-production-source.md,automation/numbered/014-select-and-approve-the-first-tucson-or-pima-county-production-source.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/015-implement-durable-scheduled-acquisition-and-the-approved-live-connector.md,31231446755b1a1b5ee9eb24c6ac444605b0690b7c3b76a5378801d245af7591,REPOSITORY_PROMPT,automation/numbered/015-implement-durable-scheduled-acquisition-and-the-approved-live-connector.md,automation/numbered/015-implement-durable-scheduled-acquisition-and-the-approved-live-connector.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/016-implement-the-production-source-parser-replay-and-backfill-contract.md,96853f0ea1d48048fd0da7dc0c4943f87d0916fd9984d49acc1e2425a77041c0,REPOSITORY_PROMPT,automation/numbered/016-implement-the-production-source-parser-replay-and-backfill-contract.md,automation/numbered/016-implement-the-production-source-parser-replay-and-backfill-contract.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/017-implement-required-production-geography-and-address-resolution.md,8dc3926808115feee315414e1bf74f9a4ec6b9f04884b622e8945e3498478ba1,REPOSITORY_PROMPT,automation/numbered/017-implement-required-production-geography-and-address-resolution.md,automation/numbered/017-implement-required-production-geography-and-address-resolution.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/018-pilot-source-ingestion-normalization-and-geography-audit.md,49536c41bf3186bfa4e70e7df1441e8efb59af8e4749ab8a6b8660c1fadaf635,REPOSITORY_PROMPT,automation/numbered/018-pilot-source-ingestion-normalization-and-geography-audit.md,automation/numbered/018-pilot-source-ingestion-normalization-and-geography-audit.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/019-implement-the-authorized-customer-api-and-query-projections.md,1b9db35ea9a2328baa6c6875ea66cae681690c5f896c74b4835298cb34ad2d7b,REPOSITORY_PROMPT,automation/numbered/019-implement-the-authorized-customer-api-and-query-projections.md,automation/numbered/019-implement-the-authorized-customer-api-and-query-projections.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,repository-overlay/automation/numbered/020-build-the-authenticated-frontend-foundation-and-onboarding-experience.md,cdf66abbc63740f7062194ae18baf9836553e4c6d9dd0be04f7249098a423ec8,REPOSITORY_PROMPT,automation/numbered/020-build-the-authenticated-frontend-foundation-and-onboarding-experience.md,automation/numbered/020-build-the-authenticated-frontend-foundation-and-onboarding-experience.md,REPLACE,NONE,Use the project-owner-selected v10.1 implementation-overlay prompt as the sole canonical donor.,ADR-0009; transition contract; whole-mapping human approval,delivered 41-file byte identity; explicit human semantic review,No repository write; remove only task-created extraction after preserving reports.,YES,MAP-PROMPTS-V10.1,READY_FOR_APPROVAL,H1_REPOSITORY_INTEGRATION
